num	glyph	G0-source	description
1903	姆	G0-4437	GB/T 2312—1980，36—23
1904	母	G0-4438	GB/T 2312—1980，36—24
1905	墓	G0-4439	GB/T 2312—1980，36—25
1906	暮	G0-443A	GB/T 2312—1980，36—26
1907	幕	G0-443B	GB/T 2312—1980，36—27
1908	募	G0-443C	GB/T 2312—1980，36—28
1909	慕	G0-443D	GB/T 2312—1980，36—29
1910	木	G0-443E	GB/T 2312—1980，36—30
1911	目	G0-443F	GB/T 2312—1980，36—31
1912	睦	G0-4440	GB/T 2312—1980，36—32
1913	牧	G0-4441	GB/T 2312—1980，36—33
1914	穆	G0-4442	GB/T 2312—1980，36—34
1915	拿	G0-4443	GB/T 2312—1980，36—35
1916	哪	G0-4444	GB/T 2312—1980，36—36
1917	呐	G0-4445	GB/T 2312—1980，36—37
1918	钠	G0-4446	GB/T 2312—1980，36—38
1919	那	G0-4447	GB/T 2312—1980，36—39
1920	娜	G0-4448	GB/T 2312—1980，36—40
1921	纳	G0-4449	GB/T 2312—1980，36—41
1922	氖	G0-444A	GB/T 2312—1980，36—42
1923	乃	G0-444B	GB/T 2312—1980，36—43
1924	奶	G0-444C	GB/T 2312—1980，36—44
1925	耐	G0-444D	GB/T 2312—1980，36—45
1926	奈	G0-444E	GB/T 2312—1980，36—46
1927	南	G0-444F	GB/T 2312—1980，36—47
1928	男	G0-4450	GB/T 2312—1980，36—48
1929	难	G0-4451	GB/T 2312—1980，36—49
1930	囊	G0-4452	GB/T 2312—1980，36—50
1931	挠	G0-4453	GB/T 2312—1980，36—51
1932	脑	G0-4454	GB/T 2312—1980，36—52
1933	恼	G0-4455	GB/T 2312—1980，36—53
1934	闹	G0-4456	GB/T 2312—1980，36—54
1935	淖	G0-4457	GB/T 2312—1980，36—55
1936	呢	G0-4458	GB/T 2312—1980，36—56
1937	馁	G0-4459	GB/T 2312—1980，36—57
1938	内	G0-445A	GB/T 2312—1980，36—58
1939	嫩	G0-445B	GB/T 2312—1980，36—59
1940	能	G0-445C	GB/T 2312—1980，36—60
1941	妮	G0-445D	GB/T 2312—1980，36—61
1942	霓	G0-445E	GB/T 2312—1980，36—62
1943	倪	G0-445F	GB/T 2312—1980，36—63
1944	泥	G0-4460	GB/T 2312—1980，36—64
1945	尼	G0-4461	GB/T 2312—1980，36—65
1946	拟	G0-4462	GB/T 2312—1980，36—66
1947	你	G0-4463	GB/T 2312—1980，36—67
1948	匿	G0-4464	GB/T 2312—1980，36—68
1949	腻	G0-4465	GB/T 2312—1980，36—69
1950	逆	G0-4466	GB/T 2312—1980，36—70
1951	溺	G0-4467	GB/T 2312—1980，36—71
1952	蔫	G0-4468	GB/T 2312—1980，36—72
1953	拈	G0-4469	GB/T 2312—1980，36—73
1954	年	G0-446A	GB/T 2312—1980，36—74
1955	碾	G0-446B	GB/T 2312—1980，36—75
1956	撵	G0-446C	GB/T 2312—1980，36—76
1957	捻	G0-446D	GB/T 2312—1980，36—77
1958	念	G0-446E	GB/T 2312—1980，36—78
1959	娘	G0-446F	GB/T 2312—1980，36—79
1960	酿	G0-4470	GB/T 2312—1980，36—80
1961	鸟	G0-4471	GB/T 2312—1980，36—81
1962	尿	G0-4472	GB/T 2312—1980，36—82
1963	捏	G0-4473	GB/T 2312—1980，36—83
1964	聂	G0-4474	GB/T 2312—1980，36—84
1965	孽	G0-4475	GB/T 2312—1980，36—85
1966	啮	G0-4476	GB/T 2312—1980，36—86
1967	镊	G0-4477	GB/T 2312—1980，36—87
1968	镍	G0-4478	GB/T 2312—1980，36—88
1969	涅	G0-4479	GB/T 2312—1980，36—89
1970	您	G0-447A	GB/T 2312—1980，36—90
1971	柠	G0-447B	GB/T 2312—1980，36—91
1972	狞	G0-447C	GB/T 2312—1980，36—92
1973	凝	G0-447D	GB/T 2312—1980，36—93
1974	宁	G0-447E	GB/T 2312—1980，36—94
1975	拧	G0-4521	GB/T 2312—1980，37—01
1976	泞	G0-4522	GB/T 2312—1980，37—02
1977	牛	G0-4523	GB/T 2312—1980，37—03
1978	扭	G0-4524	GB/T 2312—1980，37—04
1979	钮	G0-4525	GB/T 2312—1980，37—05
1980	纽	G0-4526	GB/T 2312—1980，37—06
1981	脓	G0-4527	GB/T 2312—1980，37—07
1982	浓	G0-4528	GB/T 2312—1980，37—08
1983	农	G0-4529	GB/T 2312—1980，37—09
1984	弄	G0-452A	GB/T 2312—1980，37—10
1985	奴	G0-452B	GB/T 2312—1980，37—11
1986	努	G0-452C	GB/T 2312—1980，37—12
1987	怒	G0-452D	GB/T 2312—1980，37—13
1988	女	G0-452E	GB/T 2312—1980，37—14
1989	暖	G0-452F	GB/T 2312—1980，37—15
1990	虐	G0-4530	GB/T 2312—1980，37—16
1991	疟	G0-4531	GB/T 2312—1980，37—17
1992	挪	G0-4532	GB/T 2312—1980，37—18
1993	懦	G0-4533	GB/T 2312—1980，37—19
1994	糯	G0-4534	GB/T 2312—1980，37—20
1995	诺	G0-4535	GB/T 2312—1980，37—21
1996	哦	G0-4536	GB/T 2312—1980，37—22
1997	欧	G0-4537	GB/T 2312—1980，37—23
1998	鸥	G0-4538	GB/T 2312—1980，37—24
1999	殴	G0-4539	GB/T 2312—1980，37—25
2000	藕	G0-453A	GB/T 2312—1980，37—26
2001	呕	G0-453B	GB/T 2312—1980，37—27
2002	偶	G0-453C	GB/T 2312—1980，37—28
2003	沤	G0-453D	GB/T 2312—1980，37—29
2004	啪	G0-453E	GB/T 2312—1980，37—30
2005	趴	G0-453F	GB/T 2312—1980，37—31
2006	爬	G0-4540	GB/T 2312—1980，37—32
2007	帕	G0-4541	GB/T 2312—1980，37—33
2008	怕	G0-4542	GB/T 2312—1980，37—34
2009	琶	G0-4543	GB/T 2312—1980，37—35
2010	拍	G0-4544	GB/T 2312—1980，37—36
2011	排	G0-4545	GB/T 2312—1980，37—37
2012	牌	G0-4546	GB/T 2312—1980，37—38
2013	徘	G0-4547	GB/T 2312—1980，37—39
2014	湃	G0-4548	GB/T 2312—1980，37—40
2015	派	G0-4549	GB/T 2312—1980，37—41
2016	攀	G0-454A	GB/T 2312—1980，37—42
2017	潘	G0-454B	GB/T 2312—1980，37—43
2018	盘	G0-454C	GB/T 2312—1980，37—44
2019	磐	G0-454D	GB/T 2312—1980，37—45
2020	盼	G0-454E	GB/T 2312—1980，37—46
2021	畔	G0-454F	GB/T 2312—1980，37—47
2022	判	G0-4550	GB/T 2312—1980，37—48
2023	叛	G0-4551	GB/T 2312—1980，37—49
2024	乓	G0-4552	GB/T 2312—1980，37—50
2025	庞	G0-4553	GB/T 2312—1980，37—51
2026	旁	G0-4554	GB/T 2312—1980，37—52
2027	耪	G0-4555	GB/T 2312—1980，37—53
2028	胖	G0-4556	GB/T 2312—1980，37—54
2029	抛	G0-4557	GB/T 2312—1980，37—55
2030	咆	G0-4558	GB/T 2312—1980，37—56
2031	刨	G0-4559	GB/T 2312—1980，37—57
2032	炮	G0-455A	GB/T 2312—1980，37—58
2033	袍	G0-455B	GB/T 2312—1980，37—59
2034	跑	G0-455C	GB/T 2312—1980，37—60
2035	泡	G0-455D	GB/T 2312—1980，37—61
2036	呸	G0-455E	GB/T 2312—1980，37—62
2037	胚	G0-455F	GB/T 2312—1980，37—63
2038	培	G0-4560	GB/T 2312—1980，37—64
2039	裴	G0-4561	GB/T 2312—1980，37—65
2040	赔	G0-4562	GB/T 2312—1980，37—66
2041	陪	G0-4563	GB/T 2312—1980，37—67
2042	配	G0-4564	GB/T 2312—1980，37—68
2043	佩	G0-4565	GB/T 2312—1980，37—69
2044	沛	G0-4566	GB/T 2312—1980，37—70
2045	喷	G0-4567	GB/T 2312—1980，37—71
2046	盆	G0-4568	GB/T 2312—1980，37—72
2047	砰	G0-4569	GB/T 2312—1980，37—73
2048	抨	G0-456A	GB/T 2312—1980，37—74
2049	烹	G0-456B	GB/T 2312—1980，37—75
2050	澎	G0-456C	GB/T 2312—1980，37—76
2051	彭	G0-456D	GB/T 2312—1980，37—77
2052	蓬	G0-456E	GB/T 2312—1980，37—78
2053	棚	G0-456F	GB/T 2312—1980，37—79
2054	硼	G0-4570	GB/T 2312—1980，37—80
2055	篷	G0-4571	GB/T 2312—1980，37—81
2056	膨	G0-4572	GB/T 2312—1980，37—82
2057	朋	G0-4573	GB/T 2312—1980，37—83
2058	鹏	G0-4574	GB/T 2312—1980，37—84
2059	捧	G0-4575	GB/T 2312—1980，37—85
2060	碰	G0-4576	GB/T 2312—1980，37—86
2061	坯	G0-4577	GB/T 2312—1980，37—87
2062	砒	G0-4578	GB/T 2312—1980，37—88
2063	霹	G0-4579	GB/T 2312—1980，37—89
2064	批	G0-457A	GB/T 2312—1980，37—90
2065	披	G0-457B	GB/T 2312—1980，37—91
2066	劈	G0-457C	GB/T 2312—1980，37—92
2067	琵	G0-457D	GB/T 2312—1980，37—93
2068	毗	G0-457E	GB/T 2312—1980，37—94
2069	啤	G0-4621	GB/T 2312—1980，38—01
2070	脾	G0-4622	GB/T 2312—1980，38—02
2071	疲	G0-4623	GB/T 2312—1980，38—03
2072	皮	G0-4624	GB/T 2312—1980，38—04
2073	匹	G0-4625	GB/T 2312—1980，38—05
2074	痞	G0-4626	GB/T 2312—1980，38—06
2075	僻	G0-4627	GB/T 2312—1980，38—07
2076	屁	G0-4628	GB/T 2312—1980，38—08
2077	譬	G0-4629	GB/T 2312—1980，38—09
2078	篇	G0-462A	GB/T 2312—1980，38—10
2079	偏	G0-462B	GB/T 2312—1980，38—11
2080	片	G0-462C	GB/T 2312—1980，38—12
2081	骗	G0-462D	GB/T 2312—1980，38—13
2082	飘	G0-462E	GB/T 2312—1980，38—14
2083	漂	G0-462F	GB/T 2312—1980，38—15
2084	瓢	G0-4630	GB/T 2312—1980，38—16
2085	票	G0-4631	GB/T 2312—1980，38—17
2086	撇	G0-4632	GB/T 2312—1980，38—18
2087	瞥	G0-4633	GB/T 2312—1980，38—19
2088	拼	G0-4634	GB/T 2312—1980，38—20
2089	频	G0-4635	GB/T 2312—1980，38—21
2090	贫	G0-4636	GB/T 2312—1980，38—22
2091	品	G0-4637	GB/T 2312—1980，38—23
2092	聘	G0-4638	GB/T 2312—1980，38—24
2093	乒	G0-4639	GB/T 2312—1980，38—25
2094	坪	G0-463A	GB/T 2312—1980，38—26
2095	苹	G0-463B	GB/T 2312—1980，38—27
2096	萍	G0-463C	GB/T 2312—1980，38—28
2097	平	G0-463D	GB/T 2312—1980，38—29
2098	凭	G0-463E	GB/T 2312—1980，38—30
2099	瓶	G0-463F	GB/T 2312—1980，38—31
2100	评	G0-4640	GB/T 2312—1980，38—32
2101	屏	G0-4641	GB/T 2312—1980，38—33
2102	坡	G0-4642	GB/T 2312—1980，38—34
2103	泼	G0-4643	GB/T 2312—1980，38—35
2104	颇	G0-4644	GB/T 2312—1980，38—36
2105	婆	G0-4645	GB/T 2312—1980，38—37
2106	破	G0-4646	GB/T 2312—1980，38—38
2107	魄	G0-4647	GB/T 2312—1980，38—39
2108	迫	G0-4648	GB/T 2312—1980，38—40
2109	粕	G0-4649	GB/T 2312—1980，38—41
2110	剖	G0-464A	GB/T 2312—1980，38—42
2111	扑	G0-464B	GB/T 2312—1980，38—43
2112	铺	G0-464C	GB/T 2312—1980，38—44
2113	仆	G0-464D	GB/T 2312—1980，38—45
2114	莆	G0-464E	GB/T 2312—1980，38—46
2115	葡	G0-464F	GB/T 2312—1980，38—47
2116	菩	G0-4650	GB/T 2312—1980，38—48
2117	蒲	G0-4651	GB/T 2312—1980，38—49
2118	埔	G0-4652	GB/T 2312—1980，38—50
2119	朴	G0-4653	GB/T 2312—1980，38—51
2120	圃	G0-4654	GB/T 2312—1980，38—52
2121	普	G0-4655	GB/T 2312—1980，38—53
2122	浦	G0-4656	GB/T 2312—1980，38—54
2123	谱	G0-4657	GB/T 2312—1980，38—55
2124	曝	G0-4658	GB/T 2312—1980，38—56
2125	瀑	G0-4659	GB/T 2312—1980，38—57
2126	期	G0-465A	GB/T 2312—1980，38—58
2127	欺	G0-465B	GB/T 2312—1980，38—59
2128	栖	G0-465C	GB/T 2312—1980，38—60
2129	戚	G0-465D	GB/T 2312—1980，38—61
2130	妻	G0-465E	GB/T 2312—1980，38—62
2131	七	G0-465F	GB/T 2312—1980，38—63
2132	凄	G0-4660	GB/T 2312—1980，38—64
2133	漆	G0-4661	GB/T 2312—1980，38—65
2134	柒	G0-4662	GB/T 2312—1980，38—66
2135	沏	G0-4663	GB/T 2312—1980，38—67
2136	其	G0-4664	GB/T 2312—1980，38—68
2137	棋	G0-4665	GB/T 2312—1980，38—69
2138	奇	G0-4666	GB/T 2312—1980，38—70
2139	歧	G0-4667	GB/T 2312—1980，38—71
2140	畦	G0-4668	GB/T 2312—1980，38—72
2141	崎	G0-4669	GB/T 2312—1980，38—73
2142	脐	G0-466A	GB/T 2312—1980，38—74
2143	齐	G0-466B	GB/T 2312—1980，38—75
2144	旗	G0-466C	GB/T 2312—1980，38—76
2145	祈	G0-466D	GB/T 2312—1980，38—77
2146	祁	G0-466E	GB/T 2312—1980，38—78
2147	骑	G0-466F	GB/T 2312—1980，38—79
2148	起	G0-4670	GB/T 2312—1980，38—80
2149	岂	G0-4671	GB/T 2312—1980，38—81
2150	乞	G0-4672	GB/T 2312—1980，38—82
2151	企	G0-4673	GB/T 2312—1980，38—83
2152	启	G0-4674	GB/T 2312—1980，38—84
2153	契	G0-4675	GB/T 2312—1980，38—85
2154	砌	G0-4676	GB/T 2312—1980，38—86
2155	器	G0-4677	GB/T 2312—1980，38—87
2156	气	G0-4678	GB/T 2312—1980，38—88
2157	迄	G0-4679	GB/T 2312—1980，38—89
2158	弃	G0-467A	GB/T 2312—1980，38—90
2159	汽	G0-467B	GB/T 2312—1980，38—91
2160	泣	G0-467C	GB/T 2312—1980，38—92
2161	讫	G0-467D	GB/T 2312—1980，38—93
2162	掐	G0-467E	GB/T 2312—1980，38—94
2163	恰	G0-4721	GB/T 2312—1980，39—01
2164	洽	G0-4722	GB/T 2312—1980，39—02
2165	牵	G0-4723	GB/T 2312—1980，39—03
2166	扦	G0-4724	GB/T 2312—1980，39—04
2167	钎	G0-4725	GB/T 2312—1980，39—05
2168	铅	G0-4726	GB/T 2312—1980，39—06
2169	千	G0-4727	GB/T 2312—1980，39—07
2170	迁	G0-4728	GB/T 2312—1980，39—08
2171	签	G0-4729	GB/T 2312—1980，39—09
2172	仟	G0-472A	GB/T 2312—1980，39—10
2173	谦	G0-472B	GB/T 2312—1980，39—11
2174	乾	G0-472C	GB/T 2312—1980，39—12
2175	黔	G0-472D	GB/T 2312—1980，39—13
2176	钱	G0-472E	GB/T 2312—1980，39—14
2177	钳	G0-472F	GB/T 2312—1980，39—15
2178	前	G0-4730	GB/T 2312—1980，39—16
2179	潜	G0-4731	GB/T 2312—1980，39—17
2180	遣	G0-4732	GB/T 2312—1980，39—18
2181	浅	G0-4733	GB/T 2312—1980，39—19
2182	谴	G0-4734	GB/T 2312—1980，39—20
2183	堑	G0-4735	GB/T 2312—1980，39—21
2184	嵌	G0-4736	GB/T 2312—1980，39—22
2185	欠	G0-4737	GB/T 2312—1980，39—23
2186	歉	G0-4738	GB/T 2312—1980，39—24
2187	枪	G0-4739	GB/T 2312—1980，39—25
2188	呛	G0-473A	GB/T 2312—1980，39—26
2189	腔	G0-473B	GB/T 2312—1980，39—27
2190	羌	G0-473C	GB/T 2312—1980，39—28
2191	墙	G0-473D	GB/T 2312—1980，39—29
2192	蔷	G0-473E	GB/T 2312—1980，39—30
2193	强	G0-473F	GB/T 2312—1980，39—31
2194	抢	G0-4740	GB/T 2312—1980，39—32
2195	橇	G0-4741	GB/T 2312—1980，39—33
2196	锹	G0-4742	GB/T 2312—1980，39—34
2197	敲	G0-4743	GB/T 2312—1980，39—35
2198	悄	G0-4744	GB/T 2312—1980，39—36
2199	桥	G0-4745	GB/T 2312—1980，39—37
2200	瞧	G0-4746	GB/T 2312—1980，39—38
2201	乔	G0-4747	GB/T 2312—1980，39—39
2202	侨	G0-4748	GB/T 2312—1980，39—40
2203	巧	G0-4749	GB/T 2312—1980，39—41
2204	鞘	G0-474A	GB/T 2312—1980，39—42
2205	撬	G0-474B	GB/T 2312—1980，39—43
2206	翘	G0-474C	GB/T 2312—1980，39—44
2207	峭	G0-474D	GB/T 2312—1980，39—45
2208	俏	G0-474E	GB/T 2312—1980，39—46
2209	窍	G0-474F	GB/T 2312—1980，39—47
2210	切	G0-4750	GB/T 2312—1980，39—48
2211	茄	G0-4751	GB/T 2312—1980，39—49
2212	且	G0-4752	GB/T 2312—1980，39—50
2213	怯	G0-4753	GB/T 2312—1980，39—51
2214	窃	G0-4754	GB/T 2312—1980，39—52
2215	钦	G0-4755	GB/T 2312—1980，39—53
2216	侵	G0-4756	GB/T 2312—1980，39—54
2217	亲	G0-4757	GB/T 2312—1980，39—55
2218	秦	G0-4758	GB/T 2312—1980，39—56
2219	琴	G0-4759	GB/T 2312—1980，39—57
2220	勤	G0-475A	GB/T 2312—1980，39—58
2221	芹	G0-475B	GB/T 2312—1980，39—59
2222	擒	G0-475C	GB/T 2312—1980，39—60
2223	禽	G0-475D	GB/T 2312—1980，39—61
2224	寝	G0-475E	GB/T 2312—1980，39—62
2225	沁	G0-475F	GB/T 2312—1980，39—63
2226	青	G0-4760	GB/T 2312—1980，39—64
2227	轻	G0-4761	GB/T 2312—1980，39—65
2228	氢	G0-4762	GB/T 2312—1980，39—66
2229	倾	G0-4763	GB/T 2312—1980，39—67
2230	卿	G0-4764	GB/T 2312—1980，39—68
2231	清	G0-4765	GB/T 2312—1980，39—69
2232	擎	G0-4766	GB/T 2312—1980，39—70
2233	晴	G0-4767	GB/T 2312—1980，39—71
2234	氰	G0-4768	GB/T 2312—1980，39—72
2235	情	G0-4769	GB/T 2312—1980，39—73
2236	顷	G0-476A	GB/T 2312—1980，39—74
2237	请	G0-476B	GB/T 2312—1980，39—75
2238	庆	G0-476C	GB/T 2312—1980，39—76
2239	琼	G0-476D	GB/T 2312—1980，39—77
2240	穷	G0-476E	GB/T 2312—1980，39—78
2241	秋	G0-476F	GB/T 2312—1980，39—79
2242	丘	G0-4770	GB/T 2312—1980，39—80
2243	邱	G0-4771	GB/T 2312—1980，39—81
2244	球	G0-4772	GB/T 2312—1980，39—82
2245	求	G0-4773	GB/T 2312—1980，39—83
2246	囚	G0-4774	GB/T 2312—1980，39—84
2247	酋	G0-4775	GB/T 2312—1980，39—85
2248	泅	G0-4776	GB/T 2312—1980，39—86
2249	趋	G0-4777	GB/T 2312—1980，39—87
2250	区	G0-4778	GB/T 2312—1980，39—88
2251	蛆	G0-4779	GB/T 2312—1980，39—89
2252	曲	G0-477A	GB/T 2312—1980，39—90
2253	躯	G0-477B	GB/T 2312—1980，39—91
2254	屈	G0-477C	GB/T 2312—1980，39—92
2255	驱	G0-477D	GB/T 2312—1980，39—93
2256	渠	G0-477E	GB/T 2312—1980，39—94
2257	取	G0-4821	GB/T 2312—1980，40—01
2258	娶	G0-4822	GB/T 2312—1980，40—02
2259	龋	G0-4823	GB/T 2312—1980，40—03
2260	趣	G0-4824	GB/T 2312—1980，40—04
2261	去	G0-4825	GB/T 2312—1980，40—05
2262	圈	G0-4826	GB/T 2312—1980，40—06
2263	颧	G0-4827	GB/T 2312—1980，40—07
2264	权	G0-4828	GB/T 2312—1980，40—08
2265	醛	G0-4829	GB/T 2312—1980，40—09
2266	泉	G0-482A	GB/T 2312—1980，40—10
2267	全	G0-482B	GB/T 2312—1980，40—11
2268	痊	G0-482C	GB/T 2312—1980，40—12
2269	拳	G0-482D	GB/T 2312—1980，40—13
2270	犬	G0-482E	GB/T 2312—1980，40—14
2271	券	G0-482F	GB/T 2312—1980，40—15
2272	劝	G0-4830	GB/T 2312—1980，40—16
2273	缺	G0-4831	GB/T 2312—1980，40—17
2274	炔	G0-4832	GB/T 2312—1980，40—18
2275	瘸	G0-4833	GB/T 2312—1980，40—19
2276	却	G0-4834	GB/T 2312—1980，40—20
2277	鹊	G0-4835	GB/T 2312—1980，40—21
2278	榷	G0-4836	GB/T 2312—1980，40—22
2279	确	G0-4837	GB/T 2312—1980，40—23
2280	雀	G0-4838	GB/T 2312—1980，40—24
2281	裙	G0-4839	GB/T 2312—1980，40—25
2282	群	G0-483A	GB/T 2312—1980，40—26
2283	然	G0-483B	GB/T 2312—1980，40—27
2284	燃	G0-483C	GB/T 2312—1980，40—28
2285	冉	G0-483D	GB/T 2312—1980，40—29
2286	染	G0-483E	GB/T 2312—1980，40—30
2287	瓤	G0-483F	GB/T 2312—1980，40—31
2288	壤	G0-4840	GB/T 2312—1980，40—32
2289	攘	G0-4841	GB/T 2312—1980，40—33
2290	嚷	G0-4842	GB/T 2312—1980，40—34
2291	让	G0-4843	GB/T 2312—1980，40—35
2292	饶	G0-4844	GB/T 2312—1980，40—36
2293	扰	G0-4845	GB/T 2312—1980，40—37
2294	绕	G0-4846	GB/T 2312—1980，40—38
2295	惹	G0-4847	GB/T 2312—1980，40—39
2296	热	G0-4848	GB/T 2312—1980，40—40
2297	壬	G0-4849	GB/T 2312—1980，40—41
2298	仁	G0-484A	GB/T 2312—1980，40—42
2299	人	G0-484B	GB/T 2312—1980，40—43
2300	忍	G0-484C	GB/T 2312—1980，40—44
2301	韧	G0-484D	GB/T 2312—1980，40—45
2302	任	G0-484E	GB/T 2312—1980，40—46
2303	认	G0-484F	GB/T 2312—1980，40—47
2304	刃	G0-4850	GB/T 2312—1980，40—48
2305	妊	G0-4851	GB/T 2312—1980，40—49
2306	纫	G0-4852	GB/T 2312—1980，40—50
2307	扔	G0-4853	GB/T 2312—1980，40—51
2308	仍	G0-4854	GB/T 2312—1980，40—52
2309	日	G0-4855	GB/T 2312—1980，40—53
2310	戎	G0-4856	GB/T 2312—1980，40—54
2311	茸	G0-4857	GB/T 2312—1980，40—55
2312	蓉	G0-4858	GB/T 2312—1980，40—56
2313	荣	G0-4859	GB/T 2312—1980，40—57
2314	融	G0-485A	GB/T 2312—1980，40—58
2315	熔	G0-485B	GB/T 2312—1980，40—59
2316	溶	G0-485C	GB/T 2312—1980，40—60
2317	容	G0-485D	GB/T 2312—1980，40—61
2318	绒	G0-485E	GB/T 2312—1980，40—62
2319	冗	G0-485F	GB/T 2312—1980，40—63
2320	揉	G0-4860	GB/T 2312—1980，40—64
2321	柔	G0-4861	GB/T 2312—1980，40—65
2322	肉	G0-4862	GB/T 2312—1980，40—66
2323	茹	G0-4863	GB/T 2312—1980，40—67
2324	蠕	G0-4864	GB/T 2312—1980，40—68
2325	儒	G0-4865	GB/T 2312—1980，40—69
2326	孺	G0-4866	GB/T 2312—1980，40—70
2327	如	G0-4867	GB/T 2312—1980，40—71
2328	辱	G0-4868	GB/T 2312—1980，40—72
2329	乳	G0-4869	GB/T 2312—1980，40—73
2330	汝	G0-486A	GB/T 2312—1980，40—74
2331	入	G0-486B	GB/T 2312—1980，40—75
2332	褥	G0-486C	GB/T 2312—1980，40—76
2333	软	G0-486D	GB/T 2312—1980，40—77
2334	阮	G0-486E	GB/T 2312—1980，40—78
2335	蕊	G0-486F	GB/T 2312—1980，40—79
2336	瑞	G0-4870	GB/T 2312—1980，40—80
2337	锐	G0-4871	GB/T 2312—1980，40—81
2338	闰	G0-4872	GB/T 2312—1980，40—82
2339	润	G0-4873	GB/T 2312—1980，40—83
2340	若	G0-4874	GB/T 2312—1980，40—84
2341	弱	G0-4875	GB/T 2312—1980，40—85
2342	撒	G0-4876	GB/T 2312—1980，40—86
2343	洒	G0-4877	GB/T 2312—1980，40—87
2344	萨	G0-4878	GB/T 2312—1980，40—88
2345	腮	G0-4879	GB/T 2312—1980，40—89
2346	鳃	G0-487A	GB/T 2312—1980，40—90
2347	塞	G0-487B	GB/T 2312—1980，40—91
2348	赛	G0-487C	GB/T 2312—1980，40—92
2349	三	G0-487D	GB/T 2312—1980，40—93
2350	叁	G0-487E	GB/T 2312—1980，40—94
2351	伞	G0-4921	GB/T 2312—1980，41—01
2352	散	G0-4922	GB/T 2312—1980，41—02
2353	桑	G0-4923	GB/T 2312—1980，41—03
2354	嗓	G0-4924	GB/T 2312—1980，41—04
2355	丧	G0-4925	GB/T 2312—1980，41—05
2356	搔	G0-4926	GB/T 2312—1980，41—06
2357	骚	G0-4927	GB/T 2312—1980，41—07
2358	扫	G0-4928	GB/T 2312—1980，41—08
2359	嫂	G0-4929	GB/T 2312—1980，41—09
2360	瑟	G0-492A	GB/T 2312—1980，41—10
2361	色	G0-492B	GB/T 2312—1980，41—11
2362	涩	G0-492C	GB/T 2312—1980，41—12
2363	森	G0-492D	GB/T 2312—1980，41—13
2364	僧	G0-492E	GB/T 2312—1980，41—14
2365	莎	G0-492F	GB/T 2312—1980，41—15
2366	砂	G0-4930	GB/T 2312—1980，41—16
2367	杀	G0-4931	GB/T 2312—1980，41—17
2368	刹	G0-4932	GB/T 2312—1980，41—18
2369	沙	G0-4933	GB/T 2312—1980，41—19
2370	纱	G0-4934	GB/T 2312—1980，41—20
2371	傻	G0-4935	GB/T 2312—1980，41—21
2372	啥	G0-4936	GB/T 2312—1980，41—22
2373	煞	G0-4937	GB/T 2312—1980，41—23
2374	筛	G0-4938	GB/T 2312—1980，41—24
2375	晒	G0-4939	GB/T 2312—1980，41—25
2376	珊	G0-493A	GB/T 2312—1980，41—26
2377	苫	G0-493B	GB/T 2312—1980，41—27
2378	杉	G0-493C	GB/T 2312—1980，41—28
2379	山	G0-493D	GB/T 2312—1980，41—29
2380	删	G0-493E	GB/T 2312—1980，41—30
2381	煽	G0-493F	GB/T 2312—1980，41—31
2382	衫	G0-4940	GB/T 2312—1980，41—32
2383	闪	G0-4941	GB/T 2312—1980，41—33
2384	陕	G0-4942	GB/T 2312—1980，41—34
2385	擅	G0-4943	GB/T 2312—1980，41—35
2386	赡	G0-4944	GB/T 2312—1980，41—36
2387	膳	G0-4945	GB/T 2312—1980，41—37
2388	善	G0-4946	GB/T 2312—1980，41—38
2389	汕	G0-4947	GB/T 2312—1980，41—39
2390	扇	G0-4948	GB/T 2312—1980，41—40
2391	缮	G0-4949	GB/T 2312—1980，41—41
2392	墒	G0-494A	GB/T 2312—1980，41—42
2393	伤	G0-494B	GB/T 2312—1980，41—43
2394	商	G0-494C	GB/T 2312—1980，41—44
2395	赏	G0-494D	GB/T 2312—1980，41—45
2396	晌	G0-494E	GB/T 2312—1980，41—46
2397	上	G0-494F	GB/T 2312—1980，41—47
2398	尚	G0-4950	GB/T 2312—1980，41—48
2399	裳	G0-4951	GB/T 2312—1980，41—49
2400	梢	G0-4952	GB/T 2312—1980，41—50
2401	捎	G0-4953	GB/T 2312—1980，41—51
2402	稍	G0-4954	GB/T 2312—1980，41—52
2403	烧	G0-4955	GB/T 2312—1980，41—53
2404	芍	G0-4956	GB/T 2312—1980，41—54
2405	勺	G0-4957	GB/T 2312—1980，41—55
2406	韶	G0-4958	GB/T 2312—1980，41—56
2407	少	G0-4959	GB/T 2312—1980，41—57
2408	哨	G0-495A	GB/T 2312—1980，41—58
2409	邵	G0-495B	GB/T 2312—1980，41—59
2410	绍	G0-495C	GB/T 2312—1980，41—60
2411	奢	G0-495D	GB/T 2312—1980，41—61
